label_str,ltable_id,rtable_id,label,id_x,title_x,manufacturer_x,price_x,id_y,title_y,manufacturer_y,price_y
Yes,818,2683,1,818,canopus 77010158100 let 's edit,canopus,99.0,2683,canopus let 's edit video editing software win consumer video editing software,,99.95
No,653,2044,0,653,3d home architect home design deluxe version 9,encore,29.99,2044,encore software 13921 3d home architect home design deluxe version 9,,25.97
Yes,857,2505,1,857,cakewalk sonar home studio 6 xl,cakewalk,209.0,2505,cakewalk sonar home studio 6 xl software music production software,,159.0
No,218,111,0,218,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,111,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit,,186.73
Yes,1285,497,1,1285,black & white platinum pack ( mac ),feral interactive,29.99,497,feral interactive limited black & white platinum pack,,27.37
Yes,1024,2421,1,1024,punch super home suite 3.0,punch ! software,49.99,2421,punch software 17100 punch ! super home suite,punch software,45.99
No,168,2160,0,168,autodesk discreet combustion 4 windows ),autodesk,,2160,autodesk autodesk combustion 4 motion graphics software compositing software,,994.95
Yes,39,2052,1,39,x-oom movie clone 3 gold,x-oom,,2052,xoom movie clone 3 gold,,22.9
Yes,91,1681,1,91,iriscard pro business card scanner,iris,199.99,1681,iris card pro,navarre distribution services,198.87
No,950,2222,0,950,apple logic pro 7.2 upgrade,apple,299.0,2222,apple/emagic logic express 7.2 software music production software,,299.0
Yes,633,281,1,633,sportsman 's double play,masque,,281,masque publishing sportsmans double play with american billiards,,17.55
No,243,1001,0,243,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46,1001,microsoft ( r ) money 2007 premium,,69.99
No,320,3134,0,320,quicken 2007 premier,intuit,79.95,3134,quicken ( r ) premier 2007,,79.99
No,636,1093,0,636,mavis beacon teaches typing deluxe v17,encore software,39.99,1093,mavis beacon ( r ) teaches typing v. 17 deluxe,,37.99
Yes,536,145,1,536,adobe photoshop elements 4.0 ( mac ),adobe,89.99,145,adobe photoshop elements 4.0 mac,,79.99
No,881,2093,0,881,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,2093,encore software 10691 the print shop 22 sb cs by the print shop,,25.97
No,455,768,0,455,brainfood games cranium collection 2006,encore software,19.99,768,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp,,18.97
Yes,494,1370,1,494,webobjects 5.2,apple,699.95,1370,apple web objects 5.2 software apple & mac software,,689.95
No,1282,2154,0,1282,adobe after effects cs3,adobe,999.0,2154,adobe after effects professional 7 software for windows effects software,,999.0
No,217,2409,0,217,cisco syst . minor release : requires existing cww-6 .1 - win-mr ),cisco systems enterprise,,2409,cisco ciscoworks v. 6.1 for windows upgrade cww-6 .1 - win-mr,,225.0
Yes,976,838,1,976,iaudioize magnetic time for pc and mac,sos aggregation,39.99,838,sos aggregation company iaudioize magnetic time,,31.53
Yes,769,384,1,769,power director 3,avanquest-publishing-usa-inc .,79.95,384,cyberlink power director 3,avanquest-publishing-usa-inc .,9.99
No,359,2073,0,359,adventure workshop 1st-3rd grade 8th edition,encore,19.99,2073,encore software 12421 adventure workshop 8 1st-3rd,,17.97
No,508,367,0,508,acrobat professional 8 mac upsell standard-professional,adobe,273.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99
Yes,1107,2016,1,1107,pitstop pro 7.0,enfocus software,699.0,2016,enfocus software pp7.0-sg-001 pitstop pro 7.0,,558.97
Yes,957,857,1,957,peachtree by sage premium accounting 2007 accountants ' edition,sage software,499.99,857,sage ( ptree ) premium accounting accountants edition 2007,,492.01
Yes,1275,2432,1,1275,punch ! super home suite,punch ! software,49.99,2432,punch software punch ! super home suite,,49.95
No,1275,2936,0,1275,punch ! super home suite,punch ! software,49.99,2936,punch software 17100 punch ! super home suite,punch software,45.99
Yes,959,861,1,959,stompsoft digital file shredder pro,stompsoft inc.,24.99,861,migo software digital file shredder 2005,,24.58
Yes,590,316,1,590,apple garageband jam pack : world music,apple,99.0,316,apple garageband jam pack : world music,,95.99
No,1242,1034,0,1242,peachtree by sage premium accounting 2007,sage software,499.99,1034,peachtree ( r ) premium accounting 2007,,499.99
No,1236,1662,0,1236,pc cakewalk guitar tracks pro 3,cakewalk,149.99,1662,cakewalk 10-cwgp3 .00 -90 c guitar tracks pro 3.0 ( 3 win 00/xp cd ),,68.97
No,1258,1342,0,1258,punch ! home design architectura series 18,punch ! software,129.99,1342,punch software 42100 punch ! home design architectural series 18 ( small box ),punch software,119.99
No,441,2928,0,441,sony acid music studio,sony-pictures-digital-entertainment,69.99,2928,sony sams7000 creative software acid music studio v. 7.0 music editing/composing pc,,53.97
No,524,1856,0,524,apple final cut express hd 3.5 ( mac ),apple computer,299.0,1856,ma265zm/a final cut express hd v. 3.5 media volume dvd mac multi-country,,12.98
Yes,1060,2051,1,1060,web.com site builder & hosting suite sb by web.com,encore software,49.99,2051,encore software 10652 web.com site builder & hosting suite sb by web.com,,41.97
Yes,10,1953,1,10,paper art : gift wrapping,arc-media-inc .,,1953,paper art volume 2 : gift wrapping,arc-media-inc .,6.95
Yes,741,358,1,741,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0,358,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
No,1105,1039,0,1105,punch ! master landscape & home design,punch ! software,59.99,1039,punch software 25100 punch ! master landscape and home design,punch software,45.99
No,632,3160,0,632,microsoft windows xp professional full version with sp2,microsoft,299.99,3160,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
No,1055,2280,0,1055,high school advantage 2007,encore software,29.95,2280,encore software 10450 encore high school advantage v. 2007 complete product training/wbt 1 user complete product standard pc,,25.97
Yes,1131,2172,1,1131,power production storyboard quick,power production,,2172,power production storyboard quick 5 software for mac and windows animation software,,299.0
Yes,1256,460,1,1256,galaxy of games 5000,2k games,19.99,460,egames . inc galaxy of games 5000 pack,,16.62
Yes,8,2328,1,8,mia 's math adventure : just in time,kutoka,19.99,2328,kutoka interactive 61208 mias math adventure ( just in time ) ( win 95 98 me 2000 xp/mac 8.6-9.x ( classic ) x v10 .1 or higher ),,18.97
No,1110,2093,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,2093,encore software 10691 the print shop 22 sb cs by the print shop,,25.97
No,636,2527,0,636,mavis beacon teaches typing deluxe v17,encore software,39.99,2527,encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac,,18.97
Yes,724,2798,1,724,simply put software got ta sing windows/macintosh ),simply-put-software,,2798,simply put software llc gs905-s got ta sing ( win 95 98 me nt 2000 xp/mac 10.0 or higher ),simply-put-software,34.97
No,224,81,0,224,netmanage rumba web as/400 edition 910584-001 ),netmanage,,81,910584-001 rumba as/400 edition v. 7.2 upgrade package 1 processor tier p60 c,,26759.24
Yes,1275,2338,1,1275,punch ! super home suite,punch ! software,49.99,2338,punch software 38100 punch ! super home suite ( small box ),punch software,45.99
Yes,1333,629,1,1333,age of empires iii : the warchiefs expansion pack ( mac ),destineer,34.95,629,destineer inc age of empires iii : the warchiefs expansion pack,,26.14
Yes,1281,551,1,1281,palo alto business plan pro 2007,palo-alto-software,99.95,551,palo alto software business plan pro 2007,palo-alto-software,88.83
Yes,509,1961,1,509,services for netware 5.0,microsoft,149.0,1961,microsoft windows services for netware v. 5.0 complete package,,138.17
Yes,382,2193,1,382,adobe production studio premium,adobe,1699.0,2193,adobe production studio premium software suite video software bundles,,1698.95
Yes,641,545,1,641,sims 2 nightlife expansion pack,aspyr media,34.99,545,aspyr media inc sims 2 nightlife,,33.21
No,1151,3219,0,1151,pc tools spyware doctor 2007,encore,29.95,3219,pc tools spyware doctor 2007,,29.99
No,1185,313,0,1185,3d home architect landscape design deluxe version 9,encore,29.99,313,encore inc 3d home architect home design deluxe version 9,,25.49
No,689,279,0,689,family tree maker version 16 collectors edition,encore software,,279,encore inc family tree maker v 16 essentials,,25.75
Yes,505,2162,1,505,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],symantec,99.95,2162,symantec norton internet security 3.0 software for macintosh apple & mac software,,89.95
No,615,1853,0,615,adobe creative suite cs3 design standard upgrade,adobe,399.0,1853,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,,424.74
No,1264,2426,0,1264,punch ! professional home design suite,punch ! software,69.99,2426,punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97
No,356,2408,0,356,ringtone media studio 2,laplink,19.95,2408,ringtone media studio 2.0 ( bil,,14.99
Yes,967,2131,1,967,mavis beacon teaches typing 16,broderbund,19.99,2131,mavis beacon 16,,17.9
No,1103,2933,0,1103,genuine fractals print pro 5 1u,onone software,299.95,2933,onone software inc. gfs-50211 genuine fractals 5 full 1u,,148.97
Yes,1316,659,1,1316,aircraft collector 's second edition,abacus,19.95,659,abacus aircraft collectors second edition,,17.55
Yes,1228,500,1,1228,learn to play chess with fritz and chesster ( mac ),viva media,29.99,500,viva media llc learn to play chess with fritz & chesster,,26.14
No,556,845,0,556,instant immersion italian deluxe 2.0,topics entertainment,49.99,845,topics entertainment instant immersion italian 2.0,,17.55
No,1001,2339,0,1001,printmaster 17 platinum by encore software,encore software,39.99,2339,encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc,,17.97
No,593,923,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,923,adobe indesign cs3 for mac upgrade from pagemaker,,205.99
No,146,2480,0,146,microsoft mappoint 2006 standard edition,microsoft,299.0,2480,microsoft b21-00806 ae mappoint 2006 cd,,50.39
Yes,637,325,1,637,mah jong quest,united developers,,325,macplay mah jong quest,,22.99
Yes,790,2572,1,790,scrabble champion edition,encore,19.95,2572,encore software 11192 scrabble champion edition win 98 me 2000 xp,,18.97
Yes,913,3127,1,913,starry night galaxy explorer ( pc & mac ),imaginova,9.99,3127,starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ),,9.59
Yes,636,277,1,636,mavis beacon teaches typing deluxe v17,encore software,39.99,277,broderbund mavis beacon teaches typing deluxe17,,36.99
Yes,1031,763,1,1031,singleclick network now ! pro,encore software,39.99,763,encore software 10392 network now ! pro ( win 98 me 2000 xp ),,34.97
Yes,1235,508,1,1235,photoshop elements 4 edu mac 1u,adobe-education-box,69.0,508,adobe photoshop elements 4.0 mac academic,adobe-education-box,69.99
Yes,704,407,1,704,ilisten with headset microphone 1.7,csdc,,407,macspeech ilisten with headset and microphone,,149.99
Yes,456,2550,1,456,clickart fonts ( 2006 ) by encore,encore software,19.99,2550,encore software 10463 clickart fonts ( 2006 ) by encore,,17.97
Yes,123,1740,1,123,master server-upg,novastor corporation,,1740,master server-upg,,174.99
Yes,948,2282,1,948,creating keepsakes scrapbook platinum v. 3 sb cs by riverdeep,encore software,39.99,2282,encore software 10610 encore creating keepsakes scrapbook designer platinum complete product creativity application 1 user complete product standard pc,,33.97
Yes,1197,575,1,1197,finale 2007 academic ( win/mac ),emedia,350.0,575,makemusic finale 2007 academic create edit and print sheet music,,269.0
Yes,1252,1081,1,1252,adobe photoshop cs2 fundamental techniques by julieanne kost,software cinema,,1081,software cinema dvd-rom : dvdrom : photoshop cs2 fundamental techniques ( training ) photoshop software,,159.95
No,778,2553,0,778,hoyle casino 2007,encore,19.95,2553,encore software 10675 hoyle casino 2007 win 98 me 2000 xp,,18.97
Yes,546,1696,1,546,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,1696,adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0,,139.51
Yes,1101,1368,1,1101,steinberg cubase studio 4,steinberg,499.99,1368,steinberg cubase studio 4 software music production software,,399.99
No,576,3041,0,576,cluefinders 3rd grade adventures : mystery of mathra,the learning company,24.99,3041,cluefinders 3rd grade adventures : mystery of mathra,,10.95
No,238,728,0,238,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,728,bablbr1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,,842.73
No,45,2987,0,45,elementary school success deluxe 2006,topics entertainment,49.99,2987,elementary school success deluxe 2006,,12.95
Yes,1067,12,1,1067,evergirl,thq,14.99,12,evergirl : pc cd-rom video game,,14.99
Yes,588,558,1,588,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,558,adobe cs3 design standard,,1243.99
Yes,462,2538,1,462,emc retrospect 7.5 svr 1-client windows,dantz,249.0,2538,emc insignia retrospect server client v. 7.5 complete package,,181.97
Yes,987,825,1,987,casual games pack,egames,19.99,825,egames . inc casual games pack,,16.62
Yes,56,2099,1,56,kids power fun for little ones,topics entertainment,19.99,2099,kids power fun for little ones,,15.9
Yes,1028,2333,1,1028,makemusic finale 2007 win/mac,emedia,600.0,2333,make finale 2007 software music production software,,429.95
Yes,977,843,1,977,safekeeper plus,bling,39.99,843,bling software limited safekeeper plus,,34.75
Yes,538,995,1,538,apple iwork '06 ( mac dvd ),apple,79.0,995,apple iwork '06,,79.99
Yes,1010,2379,1,1010,roxio easy media creator 9,roxio,99.95,2379,roxio easy media creator 9 suite software for windows authoring software,,98.95
No,157,1900,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,1900,29180162 adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package,,138.28
Yes,979,994,1,979,logic express 7,apple computer,299.0,994,apple logic express 7.2,,299.99
Yes,1350,595,1,1350,train sim modeler design studio,abacus,39.99,595,abacus train sim modeler,,29.84
No,1028,2296,0,1028,makemusic finale 2007 win/mac,emedia,600.0,2296,make finale 2007 software educational discount music production software,,289.95
No,467,2495,0,467,sat act and psat 2007 platinum,topics entertainment,58.5,2495,sat act & psat 2007 platinum,,29.85
Yes,642,352,1,642,adobe flash pro cs3 [ mac ],adobe,699.0,352,adobe cs3 flash professional,,724.99
Yes,1293,700,1,1293,systemsuite 8 professional,individual software,49.99,700,individual software inc systemsuite 8 professional ( us pos ),,46.42
Yes,309,3102,1,309,family tree maker version 16 deluxe,encore,69.95,3102,family tree maker version 16 deluxe ( 10870 ),,57.59
Yes,808,535,1,808,3d home architect landscape designer v8,encore software,29.99,535,encore inc 3d home architect landscape designer v 8.0,,25.49
No,570,2271,0,570,professor teaches windows xp,individual software,19.99,2271,individual software prm-wn5 professor teaches windows xp,individual software,24.99
No,1174,151,0,1174,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,151,adobe indesign cs3 for mac upgrade,,205.99
No,546,3213,0,546,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,3213,adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd,,104.99
Yes,876,172,1,876,adobe soundbooth cs3 [ mac ],adobe,199.0,172,adobe soundbooth cs3,,205.99
Yes,1022,793,1,1022,panda internet security 2007 3-user,panda software,69.95,793,panda software panda internet security 2007,,69.99
Yes,805,2580,1,805,hoyle texas hold 'em poker ( jewel case ),encore,9.99,2580,encore software 33027 hoyle texas holdem ( win 98 me 2000 xp ),,8.44
No,1329,2501,0,1329,instant immersion translator deluxe 2.0,topics entertainment,49.99,2501,instant immers french dlx 2,,27.57
No,1038,2373,0,1038,printmaster 17 gold by encore software,encore software,30.66,2373,encore software 10485 encore printmaster v. 17.0 platinum complete product creativity application 1 user complete product standard pc,,33.97
Yes,112,1689,1,112,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,1689,fogware publishing 10356 high school us history 2 foreign policy & reform,,6.84
No,881,2050,0,881,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,2050,the printshop v22 deluxe,,29.9
Yes,538,2911,1,538,apple iwork '06 ( mac dvd ),apple,79.0,2911,iwork '06 ( mac ) apple,,79.99
No,246,1800,0,246,microsoft licenses isa server lic/sa olp c ( e8400294 ),microsoft licenses,3210.4,1800,e84-00294 microsoft internet security and acceleration server license & software assuran,,1821.09
No,1050,2345,0,1050,middle school advantage 2008,encore,39.99,2345,encore software 12371 encore middle school advantage 2008 training/wbt pc,,33.97
No,1023,2628,0,1023,aquarium 3 in 1 collection limited edition for win/mac,encore software,19.99,2628,aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ),,19.95
Yes,920,2558,1,920,mobi recam camera monitoring and notification software,mobi,119.99,2558,mobi-cam 70008 monitoring and notification software,mobi-technologies-inc .,89.69
No,253,510,0,253,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0,510,filemaker mobile 8,,65.99
Yes,753,1497,1,753,microsoft office & windows training professional,topics entertainment,49.95,1497,microsoft office and windows training professional,,29.99
No,944,175,0,944,registry mechanic by encore software,encore software,46.52,175,encore inc registry mechanic,,25.49
Yes,1333,993,1,1333,age of empires iii : the warchiefs expansion pack ( mac ),destineer,34.95,993,age of empires iii : warchiefs expansion pack,,34.95
No,1177,1163,0,1177,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,1163,microsoft ( r ) office 2004 for mac student and teacher edition,,146.95
No,513,989,0,513,mavis beacon typing 17 ( win/mac ),encore software,19.99,989,broderbund mavis beacon teaches typing standard17,,22.99
No,1343,991,0,1343,liquid ledger personal finance,csdc,79.99,991,modeless software liquid ledger personal finance,,71.99
No,508,314,0,508,acrobat professional 8 mac upsell standard-professional,adobe,273.0,314,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ),,157.36
Yes,628,276,1,628,delorme topo usa mapping software 6.0 west region,delorme,49.95,276,delorme mapping topo usa 6.0 west region,,43.36
No,1269,1035,0,1269,punch 5 in 1 home design,punch ! software,39.99,1035,punch software 24100 punch ! 5 in 1 home design complete product architectural 1 user complete productcomplete productstandard pc,,35.97
No,839,263,0,839,adobe photoshop cs3 extended,adobe,999.0,263,adobe photoshop cs3 extended for mac,,935.99
No,606,2195,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,2195,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
Yes,748,351,1,748,rollercoaster tycoon 3 : soaked,aspyr media,19.99,351,rollercoaster tycoon 3 soaked,,23.99
No,107,3213,0,107,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,3213,adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd,,104.99
Yes,471,145,1,471,photoshop elements 4 mac retail eng 1u ( 19230169 ),adobe,145.39,145,adobe photoshop elements 4.0 mac,,79.99
Yes,783,2173,1,783,corel dvd moviefactory 6.0,corel,49.99,2173,corel ulead dvd moviefactory 6 software for windows authoring software,,49.95
Yes,1136,933,1,1136,mediafour macdrive 6 for windows,mediafour corporation,49.99,933,mediafour macdrive 6 access mac partition in windows,,43.99
No,1105,1080,0,1105,punch ! master landscape & home design,punch ! software,59.99,1080,punch software 25100 punch ! master landscape and home design,punch software,45.99
No,253,1781,0,253,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0,1781,td824ll/a filemaker mobile v. 8 complete package 1 user cd win mac palm os,,66.15
No,35,2018,0,35,the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,2018,encore software 10731 the print shop 22 pro publisherdeluxe sb cs by the print shop,,81.97
Yes,924,2553,1,924,hoyle casino ( 2007 ),encore,19.99,2553,encore software 10675 hoyle casino 2007 win 98 me 2000 xp,,18.97
No,1272,2926,0,1272,punch ! home design architectural series 18,punch ! software,129.99,2926,punch software 41100 punch ! home design architectural series 18,punch software,118.99
Yes,952,2285,1,952,nero 7 ultra edition enhanced,nero inc.,99.99,2285,ahead software 70115 nero 7 ultra edition enhanced mini pc & home entrmnt soln,,83.97
Yes,742,356,1,742,star wars empire at war ( intel only macs ),aspyr media,49.99,356,aspyr star wars empire at war,,47.99
Yes,1234,2881,1,1234,logic express 6,apple,299.99,2881,apple software t9164ll/a logic express 6,apple software,219.0
Yes,1084,2067,1,1084,riverdeep the print shop zoom dvd,riverdeep,,2067,encore software 11941 the print shop zoom,,17.97
Yes,91,1644,1,91,iriscard pro business card scanner,iris,199.99,1644,iriscard pro,,174.99
Yes,29,2002,1,29,family tree maker 11.2 collector 's edition,encore,109.95,2002,family tree maker 11 collector 's edition,,34.9
Yes,1011,807,1,1011,logic pro 6 upgrade from logic platinum/gold 5 & 6,apple,199.99,807,apple software t9161ll/a logic platinum / gold 5 & 6 to logic pro 6 update,apple software,149.0
Yes,949,890,1,949,leave the lights on ( mac ),aspyr media,9.99,890,aspyr leave the lights on-bundle,,29.99
No,998,2064,0,998,reader rabbit playtime for baby and toddler,the learning company,19.99,2064,reader rabbit playtime for baby & toddler,,9.9
Yes,736,3017,1,736,adobe creative suite cs3 production premium upgrade,adobe,799.0,3017,production prem cs3 mac upgrad,,808.15
Yes,508,168,1,508,acrobat professional 8 mac upsell standard-professional,adobe,273.0,168,adobe acrobat v8 .0 professional for mac upsell from std-pro,,145.99
Yes,1330,639,1,1330,onone essentials for adobe photoshop elements version 2 full,onone software,59.95,639,onone software essentials for adobe photoshop elements version 2 full,,59.33
Yes,738,433,1,738,print shop 22 deluxe,encore,49.99,433,encore inc print shop 22 deluxe,,42.69
Yes,1066,2036,1,1066,the print shop design suite pro ed sb cs by the print shop,encore software,199.99,2036,encore software 10931 the print shop design suite proed sb cs by the print shop,,105.97
Yes,75,1921,1,75,epson storyteller photo book creator 8 x 10 ( 20 pages ),epson,29.99,1921,epson s041886 epson epson storyteller photo book creator w / 8in x 10in book with 20 pages complete package 1 user std win,,23.61
Yes,649,306,1,649,mcafee total protection 2007 3 users,mcafee,99.99,306,mcafee inc total protection 2007 3-user,,92.51
Yes,1118,950,1,1118,adobe creative suite cs3 master collection upsell,adobe,1999.0,950,adobe cs3 master collection upsell from cs1,,2054.99
Yes,917,163,1,917,elementary advantage 2008,encore software,,163,encore inc elementary advantage 2008,,33.89
Yes,78,1602,1,78,emedia intermediate guitar method os x,emedia,59.99,1602,emedia eg04025 intermediate guitar method complete package,emedia,53.99
Yes,1047,747,1,1047,game of life jc,encore,9.99,747,encore software 11750 game of life win 95 98,,7.69
No,1199,3138,0,1199,dreamweaver cs3 9 mac ed 1u,adobe-education-box,199.0,3138,adobe dreamweaver cs3 complete package 1 user academic cd mac,,189.0
No,364,2807,0,364,adobe premiere elements 3.0 [ lb ],adobe,99.99,2807,adobe premiere elements 3 ( pc ),,99.99
No,865,2505,0,865,cakewalk sonar home studio 6,cakewalk,139.0,2505,cakewalk sonar home studio 6 xl software music production software,,159.0
No,498,277,0,498,mavis beacon typing 17 deluxe by broderbund,encore software,39.99,277,broderbund mavis beacon teaches typing deluxe17,,36.99
Yes,921,177,1,921,the little mermaid/beauty and the beast,yamaha,34.95,177,phillip keveren disney 's the little mermaid/beauty and the beast,,23.59
Yes,469,2480,1,469,ae mappoint 2006 cd,microsoft corp,49.95,2480,microsoft b21-00806 ae mappoint 2006 cd,,50.39
Yes,525,237,1,525,corel painter x win/mac,corel,429.0,237,corel painter x,,395.99
Yes,1317,679,1,1317,findex quickverse bible study 2007 bible-suite,findex,,679,findex.com inc quickverse bible study 2007 bible suite,,24.89
No,860,34,0,860,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,34,ma166z/a ilife '06 complete package 1 user dvd mac,,72.74
Yes,1258,2926,1,1258,punch ! home design architectura series 18,punch ! software,129.99,2926,punch software 41100 punch ! home design architectural series 18,punch software,118.99
No,251,1791,0,251,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,1791,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,,9654.16
No,400,2943,0,400,pokemon team turbo ( jewel case ),valusoft,9.99,2943,pokemon team turbo,,7.95
No,773,1686,0,773,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,1686,word mac 2004 microsoft d48-00487,,157.18
Yes,92,1648,1,92,computrace lojack for laptops 4 year subscription,absolute software,119.99,1648,absolute software lfl-n2-48 computrace lojack for laptops 4 year license,,105.68
No,264,1595,0,264,adobe photoshop cs3 extended [ mac ],adobe,999.0,1595,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65
Yes,767,379,1,767,command and conquer generals deluxe dvd-rom ( mac ),aspyr media,59.99,379,aspyr command and conquer generals deluxe mac,,55.99
No,550,2818,0,550,windows vista business spanish full version [ dvd ],microsoft,329.95,2818,microsoft windows vista business ( pc ),,299.99
Yes,94,1629,1,94,warlords 3 ( jewel case ),red-orb-entertainment,,1629,warlords iii darklords rising,red-orb-entertainment,11.95
Yes,810,2586,1,810,monopoly here & now,encore,19.95,2586,encore software 11180 monopoly here & now win 98 me 2000 xp,,18.97
Yes,464,2494,1,464,ae painter v9 win/mac box,corel corp,166.19,2494,corel corporation ptr9engpcma ae painter ix win/mac,,89.99
Yes,1170,2156,1,1170,steinberg cubase 4 digital audio software,steinberg,999.99,2156,steinberg cubase 4 software music production software,,799.99
No,736,2112,0,736,adobe creative suite cs3 production premium upgrade,adobe,799.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
No,203,60,0,203,lotus dev . mqseries link for r/3-v 1.2 cd sol 04l1671 ),lotus development corp,,60,04l1671 ibm websphere mq link for r/3 v. 1.2 complete package 1 server cd -,,12567.39
Yes,780,2579,1,780,hoyle backgammon jc,encore,7.99,2579,encore software 10669 hoyle backgammon win 98 me 2000 xp,,7.69
No,1353,845,0,1353,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,29.99,845,topics entertainment instant immersion italian 2.0,,17.55
Yes,981,845,1,981,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,845,topics entertainment instant immersion italian 2.0,,17.55
No,961,737,0,961,vegas movie studiodvd +8 plat,sony media,129.95,737,madison media software aspvms8000 acad vegas movie studio + dvd 8 platinum,sony-pictures-digital-entertainment,81.97
No,92,59,0,92,computrace lojack for laptops 4 year subscription,absolute software,119.99,59,40y9223 computrace lojack for laptops subscription package 4 years 1 notebook -,,125.97
Yes,507,1490,1,507,raster design 2006 essentials,autodesk psg,59.95,1490,autodesk 34006-010008-160 raster design 2006 essentials,autodesk,52.99
No,1110,2039,0,1110,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,2039,the printshop pro publisher v22 deluxe dvd-rom,,69.9
Yes,817,400,1,817,macjournal v4 ( mac ),csdc,39.95,400,mariner macjournal 4 journal blog podcast software,,38.99
No,527,2391,0,527,adobe premiere elements 3.0,adobe,99.99,2391,adobe premiere elements 3.0,,89.99
Yes,364,2395,1,364,adobe premiere elements 3.0 [ lb ],adobe,99.99,2395,adobe premiere elements 3 video editing software for windows consumer video editing software,,99.95
Yes,1105,2490,1,1105,punch ! master landscape & home design,punch ! software,59.99,2490,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97
Yes,828,2759,1,828,pinnacle mobile media converter,pinnacle,29.99,2759,pinnacle mobile media converter software for windows ipod software,,29.95
Yes,163,1486,1,163,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,1486,hallmark half-fold matte prem . blank greeting cards ( 20 pack ) ( paper ),,10.99
Yes,1184,563,1,1184,iview mediapro 2.5,global marketing,199.99,563,iview mediapro 2.6 media management,,155.99
No,565,1865,0,565,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,1865,19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ,,1691.87
No,1057,37,0,1057,quarkxpress 7 for mac/win .,quark,1289.42,37,122103 quarkxpress v. 7 complete package 1 user cd win mac,,742.21
Yes,1310,663,1,1310,ca antivirus 2007,computer associates,39.95,663,ca antivirus 2007,,32.28
No,788,43,0,788,hoyle puzzle & board games,encore software,19.95,43,10568 hoyle puzzle & board games 2005 complete package 1 user pc cd win,,14.51
Yes,819,2830,1,819,mavis beacon 17 standard,encore software,19.95,2830,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
